user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
BPBIL250805__BPBIL250805.MAGScoT_cleanbin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	97.9	0.603	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900094945.1, s__Gilliamella bombicola, 95.0, 93.4, 0.385; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 97.34, 0.682; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 89.23, 0.2; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 88.07, 0.167; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 88.26, 0.222; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 88.09, 0.158; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 93.0, 0.479; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 90.51, 0.398; GCF_900094935.1, s__Gilliamella intestini, 95.23, 88.54, 0.195; GCF_900103255.1, s__Gilliamella bombi, 95.0, 88.69, 0.229; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 87.9, 0.151	N/A	N/A	N/A	N/A
BPDON240901__BPDON240901.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	99.01	0.937	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900094945.1, s__Gilliamella bombicola, 95.0, 90.68, 0.517; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 84.19, 0.211; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 83.95, 0.206; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 93.75, 0.641; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 90.21, 0.522; GCF_900094935.1, s__Gilliamella intestini, 95.23, 85.38, 0.256; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 85.11, 0.238; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 85.74, 0.343; GCF_900103255.1, s__Gilliamella bombi, 95.0, 85.94, 0.315; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.8, 0.563; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 84.53, 0.218	N/A	N/A	N/A	N/A
BPDON240901__BPDON240901.MAGScoT_cleanbin_000002	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus bombicola	GCF_900112665.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus bombicola	97.44	0.865	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPDON240901__BPDON240901.MAGScoT_cleanbin_000003	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	GCF_900094945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	99.25	0.651	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 86.63, 0.153; GCF_900094935.1, s__Gilliamella intestini, 95.23, 86.32, 0.16; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 87.72, 0.194; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 88.16, 0.245; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 86.63, 0.173; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 86.83, 0.211; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 89.67, 0.303; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 88.65, 0.211	N/A	N/A	N/A	N/A
BPDON240901__BPDON240901.MAGScoT_cleanbin_000004	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	GCF_002259585.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	99.09	0.793	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPDON240902__BPDON240902.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.84	0.894	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.4, 0.778; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.69, 0.72; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.8, 0.578; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.94, 0.594	N/A	N/A	N/A	N/A
BPDON240902__BPDON240902.MAGScoT_cleanbin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	GCF_900094945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	98.73	0.682	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 85.9, 0.244; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 92.35, 0.481; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 86.19, 0.198; GCF_900094935.1, s__Gilliamella intestini, 95.23, 86.18, 0.208; GCF_900103255.1, s__Gilliamella bombi, 95.0, 86.13, 0.231; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.08, 0.354; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 86.03, 0.234; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 93.57, 0.551; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 89.64, 0.363; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 86.35, 0.199; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 84.74, 0.154	N/A	N/A	N/A	N/A
BPDON240902__BPDON240902.MAGScoT_cleanbin_000003	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	33.53	11	0.99939	Genome has more than 35.8% of markers with multiple hits
BPDON240903__BPDON240903.MAGScoT_cleanbin_000001	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Fructobacillus;s__Fructobacillus tropaeoli	GCF_001047135.2	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Fructobacillus;s__Fructobacillus tropaeoli	97.2	0.86	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_963580165.1, s__Fructobacillus evanidus, 95.0, 92.47, 0.803; GCF_023218935.1, s__Fructobacillus cardui, 95.0, 94.92, 0.784; GCF_024029775.1, s__Fructobacillus americanaquae, 95.0, 89.0, 0.66	N/A	N/A	N/A	N/A
BPDON240903__BPDON240903.MAGScoT_cleanbin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	GCF_900094945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	99.02	0.88	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 91.1, 0.506; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 85.08, 0.174; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 86.63, 0.292; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 86.75, 0.254; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 86.92, 0.244; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 89.49, 0.384; GCF_900094935.1, s__Gilliamella intestini, 95.23, 86.36, 0.258; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 86.12, 0.246; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 88.6, 0.369; GCF_900103255.1, s__Gilliamella bombi, 95.0, 86.23, 0.25; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 90.23, 0.473	N/A	N/A	N/A	N/A
BPDON240903__BPDON240903.MAGScoT_cleanbin_000003	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	GCF_002259585.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	98.83	0.89	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPDON240903__BPDON240903.MAGScoT_cleanbin_000004	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	98.63	0.766	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.48, 0.397; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 89.98, 0.368; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 93.03, 0.476; GCF_900094935.1, s__Gilliamella intestini, 95.23, 85.49, 0.193; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 85.89, 0.238; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 85.47, 0.151; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 89.45, 0.385; GCF_900103255.1, s__Gilliamella bombi, 95.0, 86.26, 0.224	N/A	N/A	N/A	N/A
BPDON240904__BPDON240904.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	99.02	0.904	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 83.98, 0.252; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 90.96, 0.527; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 84.45, 0.28; GCF_001690355.1, s__Gilliamella apicola_A, 95.0, 83.56, 0.152; GCF_900103255.1, s__Gilliamella bombi, 95.0, 85.38, 0.357; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 93.92, 0.697; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 83.64, 0.229; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 89.45, 0.564; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.62, 0.593; GCF_900094935.1, s__Gilliamella intestini, 95.23, 84.39, 0.309; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 84.09, 0.262; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 85.45, 0.385	N/A	N/A	N/A	N/A
BPDON240904__BPDON240904.MAGScoT_cleanbin_000002	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus bombicola	GCF_900112665.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus bombicola	97.3	0.789	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPDON240905__BPDON240905.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.57	0.937	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.45, 0.593; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.33, 0.595; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 93.98, 0.802; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.18, 0.76	N/A	N/A	N/A	N/A
BPDON240905__BPDON240905.MAGScoT_cleanbin_000002	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	GCF_002259585.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	98.87	0.943	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPDON250901__BPDON250901.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.86	0.924	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.79, 0.597; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.25, 0.812; GCF_000600005.1, s__Snodgrassella alvi, 95.0, 81.99, 0.151; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.88, 0.601; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.69, 0.755	N/A	N/A	N/A	N/A
BPDON250901__BPDON250901.MAGScoT_cleanbin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	98.9	0.901	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 83.95, 0.219; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 93.78, 0.696; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 85.16, 0.259; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 84.31, 0.235; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 90.36, 0.57; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.82, 0.584; GCF_900094935.1, s__Gilliamella intestini, 95.23, 85.48, 0.291; GCF_900103255.1, s__Gilliamella bombi, 95.0, 86.23, 0.36; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 84.41, 0.249; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 85.85, 0.358; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 90.83, 0.505	N/A	N/A	N/A	N/A
BPDON250902__BPDON250902.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.75	0.896	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.48, 0.554; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 91.91, 0.694; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.13, 0.752; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.49, 0.589	N/A	N/A	N/A	N/A
BPDON250902__BPDON250902.MAGScoT_cleanbin_000002	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	94.85	11	0.99041	N/A
BPDON250902__BPDON250902.MAGScoT_cleanbin_000003	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	98.54	0.758	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900094935.1, s__Gilliamella intestini, 95.23, 87.29, 0.185; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 92.64, 0.458; GCF_900103255.1, s__Gilliamella bombi, 95.0, 87.32, 0.208; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 93.54, 0.61; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 87.84, 0.169; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 90.36, 0.423; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 90.04, 0.415; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 87.38, 0.195	N/A	N/A	N/A	N/A
BPDON250903__BPDON250903.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	GCF_900094945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	98.64	0.762	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900094935.1, s__Gilliamella intestini, 95.23, 90.04, 0.154; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 92.05, 0.3; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 97.48, 0.635; GCF_900103255.1, s__Gilliamella bombi, 95.0, 90.27, 0.159; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 89.52, 0.165; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 92.59, 0.32; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 95.2, 0.444	N/A	N/A	N/A	N/A
BPDON250904__BPDON250904.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.71	0.844	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.68, 0.525; GCF_914768045.1, s__Snodgrassella communis, 95.0, 89.02, 0.58; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.15, 0.739; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.54, 0.675	N/A	N/A	N/A	N/A
BPDON250904__BPDON250904.MAGScoT_cleanbin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	GCF_900094945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	98.54	0.722	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 93.54, 0.368; GCF_900103255.1, s__Gilliamella bombi, 95.0, 90.12, 0.158; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 96.65, 0.541; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 91.75, 0.311; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 97.42, 0.643; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 89.5, 0.175	N/A	N/A	N/A	N/A
BPDON250905__BPDON250905.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Entomomonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Entomomonas;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	98.48	11	0.9622	N/A
BPDON250905__BPDON250905.MAGScoT_cleanbin_000002	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	GCF_002259585.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	99.02	0.914	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPDON250905__BPDON250905.MAGScoT_cleanbin_000003	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.79	0.9	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_914768045.1, s__Snodgrassella communis, 95.0, 89.57, 0.54; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 89.16, 0.515; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.66, 0.708; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.32, 0.775	N/A	N/A	N/A	N/A
BPDON250905__BPDON250905.MAGScoT_cleanbin_000004	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea trifolii	GCF_024506435.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea trifolii	98.41	0.852	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_000759475.1, s__Pantoea rwandensis_B, 95.0, 87.4, 0.233; GCF_900215435.1, s__Pantoea floridensis, 95.0, 89.92, 0.431; GCF_037479095.1, s__Pantoea nemavictus, 95.0, 90.51, 0.513; GCF_001506165.1, s__Pantoea vagans_C, 95.0, 87.25, 0.211; GCF_011752685.1, s__Pantoea communis, 95.0, 87.46, 0.248; GCF_002095485.1, s__Pantoea wallisii, 95.0, 87.19, 0.196; GCF_007833795.1, s__Pantoea soli, 95.0, 86.64, 0.165; GCF_002095465.1, s__Pantoea rodasii, 95.0, 87.66, 0.244; GCF_030062155.1, s__Pantoea sp030062155, 95.0, 88.0, 0.158; GCF_000175935.2, s__Pantoea sp000175935, 95.0, 86.31, 0.151; GCF_001598475.1, s__Pantoea agglomerans, 95.0, 89.71, 0.167; GCF_035783935.1, s__Pantoea dispersa_C, 95.0, 87.24, 0.225; GCF_002095475.1, s__Pantoea rwandensis, 95.0, 87.29, 0.204; GCA_051302795.1, s__Pantoea ludwigii_A, 95.0, 91.38, 0.596; GCF_900114175.1, s__Pantoea symbiotica, 95.23, 95.93, 0.783; GCA_965147305.1, s__Pantoea sp965147305, 95.0, 87.57, 0.249; GCF_013385945.1, s__Pantoea sp013385945, 95.0, 94.29, 0.723; GCF_020179835.1, s__Pantoea sp020179835, 95.0, 87.73, 0.244; GCF_014155765.1, s__Pantoea dispersa, 95.0, 87.2, 0.222; GCF_011752625.1, s__Pantoea formicae, 95.0, 87.33, 0.203; GCF_039594315.1, s__Pantoea sp039594315, 95.0, 89.83, 0.384; GCA_966185695.1, s__Pantoea sp966185695, 95.0, 87.62, 0.259; GCF_002095535.1, s__Pantoea cypripedii, 95.0, 86.48, 0.184; GCF_028048155.1, s__Pantoea leporis, 95.0, 93.98, 0.728; GCF_047947045.1, s__Pantoea sp028283705, 95.0, 86.36, 0.161; GCF_011395035.1, s__Pantoea cypripedii_A, 95.0, 86.26, 0.164; GCF_016625195.1, s__Pantoea sp016625195, 95.0, 87.84, 0.252	N/A	N/A	N/A	N/A
BPDON250905__BPDON250905.MAGScoT_cleanbin_000005	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus bombicola	GCF_900112665.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus bombicola	97.78	0.544	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 99.14, 0.223	N/A	N/A	N/A	N/A
